alternative_id,sub_code,raw_score,raw_score_source,raw_score_scale,is_imputed,processed_score,normalized_score,normalization_scheme
A60,S1,0.4660749003294715,Alternative_Scores,continuous_numeric,0,0.4660749003294715,0.6827967357495967,minmax_by_subcriterion
A61,S1,0.2994679334476446,Alternative_Scores,continuous_numeric,0,0.2994679334476446,0.33612944750214413,minmax_by_subcriterion
A62,S1,0.4557338884365042,Alternative_Scores,continuous_numeric,0,0.4557338884365042,0.6612796850658016,minmax_by_subcriterion
A63,S1,0.212023115963181,Alternative_Scores,continuous_numeric,0,0.212023115963181,0.15417872649697686,minmax_by_subcriterion
A64,S1,0.2851319696275312,Alternative_Scores,continuous_numeric,0,0.2851319696275312,0.30629990438671506,minmax_by_subcriterion
A65,S1,0.5366144489464464,Alternative_Scores,continuous_numeric,0,0.5366144489464464,0.8295718346000001,minmax_by_subcriterion
A66,S1,0.491530155405149,Alternative_Scores,continuous_numeric,0,0.491530155405149,0.7357627335940414,minmax_by_subcriterion
A67,S1,0.3626993932121847,Alternative_Scores,continuous_numeric,0,0.3626993932121847,0.46769824740742605,minmax_by_subcriterion
A68,S1,0.4455117193964608,Alternative_Scores,continuous_numeric,0,0.4455117193964608,0.640009916535459,minmax_by_subcriterion
A69,S1,0.3995598004246929,Alternative_Scores,continuous_numeric,0,0.3995598004246929,0.5443955047383312,minmax_by_subcriterion
A70,S1,0.3848881219736134,Alternative_Scores,continuous_numeric,0,0.3848881219736134,0.5138674237230761,minmax_by_subcriterion
A71,S1,0.308123444852879,Alternative_Scores,continuous_numeric,0,0.308123444852879,0.35413939464544575,minmax_by_subcriterion
A72,S1,0.5754995881414761,Alternative_Scores,continuous_numeric,0,0.5754995881414761,0.9104820510822861,minmax_by_subcriterion
A73,S1,0.3102125408545076,Alternative_Scores,continuous_numeric,0,0.3102125408545076,0.35848627916850934,minmax_by_subcriterion
A74,S1,0.4967307122728279,Alternative_Scores,continuous_numeric,0,0.4967307122728279,0.7465837873617008,minmax_by_subcriterion
A75,S1,0.1379254123430217,Alternative_Scores,continuous_numeric,0,0.1379254123430217,0.0,minmax_by_subcriterion
A76,S1,0.4728247075072012,Alternative_Scores,continuous_numeric,0,0.4728247075072012,0.6968413906298241,minmax_by_subcriterion
A77,S1,0.3126963578972377,Alternative_Scores,continuous_numeric,0,0.3126963578972377,0.3636544791232975,minmax_by_subcriterion
A78,S1,0.3729811525345545,Alternative_Scores,continuous_numeric,0,0.3729811525345545,0.4890920083611746,minmax_by_subcriterion
A79,S1,0.4761018382768906,Alternative_Scores,continuous_numeric,0,0.4761018382768906,0.7036602773692143,minmax_by_subcriterion
A80,S1,0.1490013809668485,Alternative_Scores,continuous_numeric,0,0.1490013809668485,0.023046311204136888,minmax_by_subcriterion
A81,S1,0.3673843389641168,Alternative_Scores,continuous_numeric,0,0.3673843389641168,0.47744644383525436,minmax_by_subcriterion
A82,S1,0.3775082580061393,Alternative_Scores,continuous_numeric,0,0.3775082580061393,0.49851177877544345,minmax_by_subcriterion
A83,S1,0.520608024036974,Alternative_Scores,continuous_numeric,0,0.520608024036974,0.7962664811579735,minmax_by_subcriterion
A84,S1,0.3346269516487225,Alternative_Scores,continuous_numeric,0,0.3346269516487225,0.40928654126194897,minmax_by_subcriterion
A85,S1,0.2805196264499783,Alternative_Scores,continuous_numeric,0,0.2805196264499783,0.29670277569663445,minmax_by_subcriterion
A86,S1,0.3571066611580973,Alternative_Scores,continuous_numeric,0,0.3571066611580973,0.45606117549277875,minmax_by_subcriterion
A87,S1,0.5353894428273777,Alternative_Scores,continuous_numeric,0,0.5353894428273777,0.8270229042801455,minmax_by_subcriterion
A88,S1,0.3963244225836851,Alternative_Scores,continuous_numeric,0,0.3963244225836851,0.5376634953656763,minmax_by_subcriterion
A89,S1,0.3651892502802369,Alternative_Scores,continuous_numeric,0,0.3651892502802369,0.47287901513917185,minmax_by_subcriterion
A90,S1,0.3622171812773196,Alternative_Scores,continuous_numeric,0,0.3622171812773196,0.46669488538152226,minmax_by_subcriterion
A91,S1,0.342414877188425,Alternative_Scores,continuous_numeric,0,0.342414877188425,0.4254912599387898,minmax_by_subcriterion
A92,S1,0.4799244617093796,Alternative_Scores,continuous_numeric,0,0.4799244617093796,0.7116141974491115,minmax_by_subcriterion
A93,S1,0.3851127613984208,Alternative_Scores,continuous_numeric,0,0.3851127613984208,0.5143348419930858,minmax_by_subcriterion
A94,S1,0.3657789803811422,Alternative_Scores,continuous_numeric,0,0.3657789803811422,0.4741060954870408,minmax_by_subcriterion
A95,S1,0.3302753037633568,Alternative_Scores,continuous_numeric,0,0.3302753037633568,0.4002318540537152,minmax_by_subcriterion
A96,S1,0.254332857600953,Alternative_Scores,continuous_numeric,0,0.254332857600953,0.24221468126242332,minmax_by_subcriterion
A97,S1,0.3459057552447871,Alternative_Scores,continuous_numeric,0,0.3459057552447871,0.43275490114210124,minmax_by_subcriterion
A98,S1,0.4264318325491022,Alternative_Scores,continuous_numeric,0,0.4264318325491022,0.6003094600825571,minmax_by_subcriterion
A99,S1,0.4174345181625201,Alternative_Scores,continuous_numeric,0,0.4174345181625201,0.5815883067101502,minmax_by_subcriterion
A100,S1,0.337250615818999,Alternative_Scores,continuous_numeric,0,0.337250615818999,0.4147457279946795,minmax_by_subcriterion
A101,S1,0.2372569610185876,Alternative_Scores,continuous_numeric,0,0.2372569610185876,0.206684025651837,minmax_by_subcriterion
A102,S1,0.353930313222052,Alternative_Scores,continuous_numeric,0,0.353930313222052,0.44945199253886153,minmax_by_subcriterion
A103,S1,0.3288595924899246,Alternative_Scores,continuous_numeric,0,0.3288595924899246,0.3972861141648773,minmax_by_subcriterion
A104,S1,0.306932741727222,Alternative_Scores,continuous_numeric,0,0.306932741727222,0.35166184024658287,minmax_by_subcriterion
A105,S1,0.4582394807325484,Alternative_Scores,continuous_numeric,0,0.4582394807325484,0.6664931938582608,minmax_by_subcriterion
A106,S1,0.4001241154388513,Alternative_Scores,continuous_numeric,0,0.4001241154388513,0.5455697026685676,minmax_by_subcriterion
A107,S1,0.5196143088607296,Alternative_Scores,continuous_numeric,0,0.5196143088607296,0.7941988092479305,minmax_by_subcriterion
A108,S1,0.3628251550242923,Alternative_Scores,continuous_numeric,0,0.3628251550242923,0.46795992617863463,minmax_by_subcriterion
A109,S1,0.4324228715382094,Alternative_Scores,continuous_numeric,0,0.4324228715382094,0.6127753087742969,minmax_by_subcriterion
A110,S1,0.3628914552808273,Alternative_Scores,continuous_numeric,0,0.3628914552808273,0.46809788037450806,minmax_by_subcriterion
A111,S1,0.1869014311904164,Alternative_Scores,continuous_numeric,0,0.1869014311904164,0.10190680474379621,minmax_by_subcriterion
A112,S1,0.4345315159145513,Alternative_Scores,continuous_numeric,0,0.4345315159145513,0.6171628685594959,minmax_by_subcriterion
A113,S1,0.44624147283816,Alternative_Scores,continuous_numeric,0,0.44624147283816,0.641528350316818,minmax_by_subcriterion
A114,S1,0.5571932769905222,Alternative_Scores,continuous_numeric,0,0.5571932769905222,0.872391211525639,minmax_by_subcriterion
A115,S1,0.277147381147158,Alternative_Scores,continuous_numeric,0,0.277147381147158,0.28968597948268543,minmax_by_subcriterion
A116,S1,0.4479680927986849,Alternative_Scores,continuous_numeric,0,0.4479680927986849,0.6451210131613053,minmax_by_subcriterion
A117,S1,0.3435758691855594,Alternative_Scores,continuous_numeric,0,0.3435758691855594,0.42790699293517187,minmax_by_subcriterion
A118,S1,0.3147091968022839,Alternative_Scores,continuous_numeric,0,0.3147091968022839,0.3678426917650069,minmax_by_subcriterion
A119,S1,0.3846424446222291,Alternative_Scores,continuous_numeric,0,0.3846424446222291,0.5133562308073043,minmax_by_subcriterion
A120,S1,0.4806292549691579,Alternative_Scores,continuous_numeric,0,0.4806292549691579,0.713080695355623,minmax_by_subcriterion
A121,S1,0.3892439467339808,Alternative_Scores,continuous_numeric,0,0.3892439467339808,0.5229308019600062,minmax_by_subcriterion
A122,S1,0.3337958391552355,Alternative_Scores,continuous_numeric,0,0.3337958391552355,0.4075572047297612,minmax_by_subcriterion
A123,S1,0.4957770101712718,Alternative_Scores,continuous_numeric,0,0.4957770101712718,0.7445993726188477,minmax_by_subcriterion
A124,S1,0.2166172368525994,Alternative_Scores,continuous_numeric,0,0.2166172368525994,0.16373793917831267,minmax_by_subcriterion
A125,S1,0.4082793617975176,Alternative_Scores,continuous_numeric,0,0.4082793617975176,0.5625387237909198,minmax_by_subcriterion
A126,S1,0.5921826031310897,Alternative_Scores,continuous_numeric,0,0.5921826031310897,0.9451952186915561,minmax_by_subcriterion
A127,S1,0.2988601990792077,Alternative_Scores,continuous_numeric,0,0.2988601990792077,0.3348649047916929,minmax_by_subcriterion
A128,S1,0.3560295748346289,Alternative_Scores,continuous_numeric,0,0.3560295748346289,0.4538200291472597,minmax_by_subcriterion
A129,S1,0.4746105409705587,Alternative_Scores,continuous_numeric,0,0.4746105409705587,0.7005572619141434,minmax_by_subcriterion
A130,S1,0.2646171725272419,Alternative_Scores,continuous_numeric,0,0.2646171725272419,0.2636137597866015,minmax_by_subcriterion
A131,S1,0.319818837664033,Alternative_Scores,continuous_numeric,0,0.319818837664033,0.37847457213959745,minmax_by_subcriterion
A132,S1,0.3877553070722509,Alternative_Scores,continuous_numeric,0,0.3877553070722509,0.519833316396419,minmax_by_subcriterion
A133,S1,0.2476212058724664,Alternative_Scores,continuous_numeric,0,0.2476212058724664,0.22824941829700307,minmax_by_subcriterion
A134,S1,0.3572176510151007,Alternative_Scores,continuous_numeric,0,0.3572176510151007,0.4562921175324213,minmax_by_subcriterion
A135,S1,0.2915579467393941,Alternative_Scores,continuous_numeric,0,0.2915579467393941,0.31967075016466984,minmax_by_subcriterion
A136,S1,0.548968745058074,Alternative_Scores,continuous_numeric,0,0.548968745058074,0.8552780245113846,minmax_by_subcriterion
A137,S1,0.305767013026767,Alternative_Scores,continuous_numeric,0,0.305767013026767,0.34923625135926095,minmax_by_subcriterion
A138,S1,0.4182488044998539,Alternative_Scores,continuous_numeric,0,0.4182488044998539,0.5832826322338882,minmax_by_subcriterion
A139,S1,0.3803325402067321,Alternative_Scores,continuous_numeric,0,0.3803325402067321,0.50438840128439,minmax_by_subcriterion
A140,S1,0.2733633947664753,Alternative_Scores,continuous_numeric,0,0.2733633947664753,0.2818124534116719,minmax_by_subcriterion
A141,S1,0.3400489295081566,Alternative_Scores,continuous_numeric,0,0.3400489295081566,0.4205683165480986,minmax_by_subcriterion
A142,S1,0.5034634260778476,Alternative_Scores,continuous_numeric,0,0.5034634260778476,0.7605928752228817,minmax_by_subcriterion
A143,S1,0.2821813408512354,Alternative_Scores,continuous_numeric,0,0.2821813408512354,0.30016038636026376,minmax_by_subcriterion
A144,S1,0.3738749634010662,Alternative_Scores,continuous_numeric,0,0.3738749634010662,0.4909518044735394,minmax_by_subcriterion
A145,S1,0.2819405311686465,Alternative_Scores,continuous_numeric,0,0.2819405311686465,0.29965932184171906,minmax_by_subcriterion
A146,S1,0.4519257878351363,Alternative_Scores,continuous_numeric,0,0.4519257878351363,0.6533559833529791,minmax_by_subcriterion
A147,S1,0.293049375114249,Alternative_Scores,continuous_numeric,0,0.293049375114249,0.32277403834044566,minmax_by_subcriterion
A148,S1,0.2845749084741972,Alternative_Scores,continuous_numeric,0,0.2845749084741972,0.3051407999205059,minmax_by_subcriterion
A149,S1,0.4767532901438163,Alternative_Scores,continuous_numeric,0,0.4767532901438163,0.7050157852231629,minmax_by_subcriterion
A150,S1,0.3540492969673804,Alternative_Scores,continuous_numeric,0,0.3540492969673804,0.449699567854051,minmax_by_subcriterion
A151,S1,0.4289511241743239,Alternative_Scores,continuous_numeric,0,0.4289511241743239,0.6055514737412032,minmax_by_subcriterion
A1,S2,0.4726868269144524,Alternative_Scores,continuous_numeric,0,0.4726868269144524,0.7711829568122378,minmax_by_subcriterion
A2,S2,0.2856493574213273,Alternative_Scores,continuous_numeric,0,0.2856493574213273,0.36967175176968237,minmax_by_subcriterion
A3,S2,0.4460901693668122,Alternative_Scores,continuous_numeric,0,0.4460901693668122,0.7140882150420615,minmax_by_subcriterion
A4,S2,0.4825464155429289,Alternative_Scores,continuous_numeric,0,0.4825464155429289,0.7923484234012144,minmax_by_subcriterion
A5,S2,0.3539625962336658,Alternative_Scores,continuous_numeric,0,0.3539625962336658,0.5163190033082844,minmax_by_subcriterion
A6,S2,0.373277937375494,Alternative_Scores,continuous_numeric,0,0.373277937375494,0.5577830260983732,minmax_by_subcriterion
A7,S2,0.4880285911175111,Alternative_Scores,continuous_numeric,0,0.4880285911175111,0.8041169472545928,minmax_by_subcriterion
A8,S2,0.4113576536865718,Alternative_Scores,continuous_numeric,0,0.4113576536865718,0.6395283193017839,minmax_by_subcriterion
A9,S2,0.3394010103684251,Alternative_Scores,continuous_numeric,0,0.3394010103684251,0.48505981281598387,minmax_by_subcriterion
A10,S2,0.3739489764123949,Alternative_Scores,continuous_numeric,0,0.3739489764123949,0.5592235379544565,minmax_by_subcriterion
A11,S2,0.2895107830039199,Alternative_Scores,continuous_numeric,0,0.2895107830039199,0.3779610300787321,minmax_by_subcriterion
A12,S2,0.3687504984331411,Alternative_Scores,continuous_numeric,0,0.3687504984331411,0.5480640244971057,minmax_by_subcriterion
A13,S2,0.3459290992294073,Alternative_Scores,continuous_numeric,0,0.3459290992294073,0.4990735868063028,minmax_by_subcriterion
A14,S2,0.2465685219896595,Alternative_Scores,continuous_numeric,0,0.2465685219896595,0.28577736755478317,minmax_by_subcriterion
A15,S2,0.2532235102473331,Alternative_Scores,continuous_numeric,0,0.2532235102473331,0.3000635550343501,minmax_by_subcriterion
A16,S2,0.2524065447481815,Alternative_Scores,continuous_numeric,0,0.2524065447481815,0.29830978450413775,minmax_by_subcriterion
A17,S2,0.2617317765368039,Alternative_Scores,continuous_numeric,0,0.2617317765368039,0.3183281533523569,minmax_by_subcriterion
A18,S2,0.4574316990751347,Alternative_Scores,continuous_numeric,0,0.4574316990751347,0.73843494766497,minmax_by_subcriterion
A19,S2,0.2568735287549326,Alternative_Scores,continuous_numeric,0,0.2568735287549326,0.30789900818384736,minmax_by_subcriterion
A20,S2,0.2377682972839131,Alternative_Scores,continuous_numeric,0,0.2377682972839131,0.2668860254305283,minmax_by_subcriterion
A21,S2,0.5212072367857459,Alternative_Scores,continuous_numeric,0,0.5212072367857459,0.8753411679416812,minmax_by_subcriterion
A22,S2,0.3935873636768478,Alternative_Scores,continuous_numeric,0,0.3935873636768478,0.601381040175864,minmax_by_subcriterion
A23,S2,0.3716531193217834,Alternative_Scores,continuous_numeric,0,0.3716531193217834,0.5542950476922912,minmax_by_subcriterion
A24,S2,0.2307331935969458,Alternative_Scores,continuous_numeric,0,0.2307331935969458,0.25178384848914603,minmax_by_subcriterion
A25,S2,0.3955784949163175,Alternative_Scores,continuous_numeric,0,0.3955784949163175,0.6056553789247998,minmax_by_subcriterion
A26,S2,0.4648679824065198,Alternative_Scores,continuous_numeric,0,0.4648679824065198,0.7543983323788123,minmax_by_subcriterion
A27,S2,0.3246651517817074,Alternative_Scores,continuous_numeric,0,0.3246651517817074,0.45342651305779186,minmax_by_subcriterion
A28,S2,0.4126979499564625,Alternative_Scores,continuous_numeric,0,0.4126979499564625,0.6424055180357928,minmax_by_subcriterion
A29,S2,0.2904743925729787,Alternative_Scores,continuous_numeric,0,0.2904743925729787,0.38002959976325484,minmax_by_subcriterion
A30,S2,0.3154277267223193,Alternative_Scores,continuous_numeric,0,0.3154277267223193,0.4335966379149315,minmax_by_subcriterion
A31,S2,0.3502697793096898,Alternative_Scores,continuous_numeric,0,0.3502697793096898,0.5083916752859082,minmax_by_subcriterion
A32,S2,0.5517192874387415,Alternative_Scores,continuous_numeric,0,0.5517192874387415,0.9408410394872277,minmax_by_subcriterion
A33,S2,0.4392381698046028,Alternative_Scores,continuous_numeric,0,0.4392381698046028,0.6993791056393871,minmax_by_subcriterion
A34,S2,0.3177225361318307,Alternative_Scores,continuous_numeric,0,0.3177225361318307,0.4385228791320145,minmax_by_subcriterion
A35,S2,0.3787551590374761,Alternative_Scores,continuous_numeric,0,0.3787551590374761,0.5695409154440074,minmax_by_subcriterion
A36,S2,0.3220867761999655,Alternative_Scores,continuous_numeric,0,0.3220867761999655,0.4478915435691486,minmax_by_subcriterion
A37,S2,0.3499318137512509,Alternative_Scores,continuous_numeric,0,0.3499318137512509,0.5076661684716884,minmax_by_subcriterion
A38,S2,0.1954090023562431,Alternative_Scores,continuous_numeric,0,0.1954090023562431,0.1759538095635523,minmax_by_subcriterion
A39,S2,0.2769913811738581,Alternative_Scores,continuous_numeric,0,0.2769913811738581,0.3510857727903262,minmax_by_subcriterion
A40,S2,0.4836413808532848,Alternative_Scores,continuous_numeric,0,0.4836413808532848,0.7946989729591839,minmax_by_subcriterion
A41,S2,0.5792775277398556,Alternative_Scores,continuous_numeric,0,0.5792775277398556,1.0,minmax_by_subcriterion
A42,S2,0.4189974732810858,Alternative_Scores,continuous_numeric,0,0.4189974732810858,0.6559286329930135,minmax_by_subcriterion
A43,S2,0.3593416964369704,Alternative_Scores,continuous_numeric,0,0.3593416964369704,0.5278662564363688,minmax_by_subcriterion
A44,S2,0.3760600437521245,Alternative_Scores,continuous_numeric,0,0.3760600437521245,0.5637553421635162,minmax_by_subcriterion
A45,S2,0.2930486469734587,Alternative_Scores,continuous_numeric,0,0.2930486469734587,0.38555572235903146,minmax_by_subcriterion
A46,S2,0.3024030433447709,Alternative_Scores,continuous_numeric,0,0.3024030433447709,0.4056366984846699,minmax_by_subcriterion
A47,S2,0.4193908542554324,Alternative_Scores,continuous_numeric,0,0.4193908542554324,0.6567730994492735,minmax_by_subcriterion
A48,S2,0.476451451166002,Alternative_Scores,continuous_numeric,0,0.476451451166002,0.7792644328066918,minmax_by_subcriterion
A49,S2,0.4285623753328635,Alternative_Scores,continuous_numeric,0,0.4285623753328635,0.6764614992648407,minmax_by_subcriterion
A50,S2,0.2591712182919811,Alternative_Scores,continuous_numeric,0,0.2591712182919811,0.31283143213790393,minmax_by_subcriterion
A51,S2,0.4234944509068133,Alternative_Scores,continuous_numeric,0,0.4234944509068133,0.6655822436328945,minmax_by_subcriterion
A52,S2,0.382705410966162,Alternative_Scores,continuous_numeric,0,0.382705410966162,0.5780208762583119,minmax_by_subcriterion
A53,S2,0.292662158579688,Alternative_Scores,continuous_numeric,0,0.292662158579688,0.38472605212697386,minmax_by_subcriterion
A54,S2,0.4035572293350615,Alternative_Scores,continuous_numeric,0,0.4035572293350615,0.622783237208309,minmax_by_subcriterion
A55,S2,0.4143970194059336,Alternative_Scores,continuous_numeric,0,0.4143970194059336,0.646052891067287,minmax_by_subcriterion
A56,S2,0.4753050853836709,Alternative_Scores,continuous_numeric,0,0.4753050853836709,0.7768035424410838,minmax_by_subcriterion
A57,S2,0.3418578707073435,Alternative_Scores,continuous_numeric,0,0.3418578707073435,0.49033392691715144,minmax_by_subcriterion
A58,S2,0.3719259394053329,Alternative_Scores,continuous_numeric,0,0.3719259394053329,0.5548807074576988,minmax_by_subcriterion
A59,S2,0.4804782877385386,Alternative_Scores,continuous_numeric,0,0.4804782877385386,0.7879087970035034,minmax_by_subcriterion
A60,S2,0.4589939698309711,Alternative_Scores,continuous_numeric,0,0.4589939698309711,0.7417886564992402,minmax_by_subcriterion
A61,S2,0.3671427385226587,Alternative_Scores,continuous_numeric,0,0.3671427385226587,0.5446126646127665,minmax_by_subcriterion
A62,S2,0.3125781065339702,Alternative_Scores,continuous_numeric,0,0.3125781065339702,0.4274793907192851,minmax_by_subcriterion
A63,S2,0.2669483755721456,Alternative_Scores,continuous_numeric,0,0.2669483755721456,0.3295265670743779,minmax_by_subcriterion
A64,S2,0.3081178426676836,Alternative_Scores,continuous_numeric,0,0.3081178426676836,0.4179045930885551,minmax_by_subcriterion
A65,S2,0.4837617640645541,Alternative_Scores,continuous_numeric,0,0.4837617640645541,0.7949573982274183,minmax_by_subcriterion
A66,S2,0.4779956497550609,Alternative_Scores,continuous_numeric,0,0.4779956497550609,0.7825793463264176,minmax_by_subcriterion
A67,S2,0.3680291834536389,Alternative_Scores,continuous_numeric,0,0.3680291834536389,0.5465155858477803,minmax_by_subcriterion
